,course,question,pct_agree_base,n_base,time,pct_agree_clean,n_clean,diff
547,Chemistry 14D,work_in_groups,76.69491525423729,236,w3,76.10619469026548,226,-0.5887205639718047
237,Chemistry 14A,study_habits,82.8125,256,w10,83.40080971659918,247,0.5883097165991842
564,Chemistry 30A,peers_respect,64.0,50,w3,64.58333333333334,48,0.5833333333333428
519,Chemistry 14C,belong,79.74683544303798,79,w3,79.16666666666666,72,-0.5801687763713232
717,Chemistry 30B,work_in_groups,77.03349282296651,209,w10,77.61194029850746,201,0.5784474755409548
454,Chemistry 30B,reflect,84.61538461538461,221,w10,84.03755868544602,213,-0.5778259299385979
555,Chemistry 20A,study_buddy,82.68398268398268,231,w3,82.11009174311926,218,-0.5738909408634214
325,Chemistry 30B,manage_time,70.66666666666667,225,w10,70.09345794392523,214,-0.5732087227414411
682,Chemistry 20A,instructor_cares,98.14814814814817,162,w10,98.71794871794872,156,0.5698005698005488
86,Chemistry 30A,understand_study_strats,63.26530612244898,49,w3,63.82978723404256,47,0.5644811115935795
171,Chemistry 14D,challenges_are_growth,86.88524590163934,244,w3,86.32478632478633,234,-0.5604595768530061
103,Chemistry 30B,find_help,87.32394366197182,213,w3,87.87878787878788,198,0.5548442168160506
34,Chemistry 14BL,asking_questions,58.730158730158735,63,w3,58.18181818181818,55,-0.5483405483405548
457,Chemistry 30B,when_struggle_find_way,85.52036199095022,221,w10,84.97652582159625,213,-0.5438361693539662
580,Chemistry 30B,continuing,93.48837209302326,215,w3,94.02985074626866,201,0.5414786532454059
127,Chemistry 14A,reflect,83.69565217391305,276,w3,84.23076923076923,260,0.5351170568561798
502,Chemistry 14B,instructor_cares,75.47169811320755,53,w3,76.0,50,0.5283018867924483
632,Chemistry 14B,instructor_cares,73.07692307692307,52,w10,72.54901960784314,51,-0.5279034690799307
628,Chemistry 14B,be_myself,73.07692307692307,52,w10,72.54901960784314,51,-0.5279034690799307
373,Chemistry 14B,motivate,73.07692307692307,52,w10,72.54901960784314,51,-0.5279034690799307
430,Chemistry 30A,develop_intelligence,90.0,20,w10,89.47368421052632,19,-0.526315789473685
437,Chemistry 30A,when_struggle_find_way,90.0,20,w10,89.47368421052632,19,-0.526315789473685
434,Chemistry 30A,reflect,90.0,20,w10,89.47368421052632,19,-0.526315789473685
310,Chemistry 30A,understand_study_strats,90.0,20,w10,89.47368421052632,19,-0.526315789473685
326,Chemistry 30B,own_words,89.77777777777777,225,w10,89.25233644859813,214,-0.5254413291796425
125,Chemistry 14A,mistakes_are_learning,96.0144927536232,276,w3,96.53846153846152,260,0.523968784838317
41,Chemistry 14BL,succeed,71.42857142857143,63,w3,70.9090909090909,55,-0.5194805194805241
68,Chemistry 20A,at_least_b,94.82071713147413,251,w3,95.33898305084746,236,0.5182659193733343
569,Chemistry 30AL,belong,86.79245283018868,53,w3,86.27450980392157,51,-0.5179430262671048
586,Chemistry 30B,supported_department,71.16279069767441,215,w3,70.64676616915423,201,-0.5160245285201768
551,Chemistry 20A,contributions_valued,60.60606060606061,231,w3,60.09174311926605,218,-0.5143174867945604
126,Chemistry 14A,motivate,83.33333333333334,276,w3,83.84615384615385,260,0.512820512820511
128,Chemistry 14A,seek_help,83.33333333333334,276,w3,83.84615384615385,260,0.512820512820511
107,Chemistry 30B,succeed,73.23943661971832,213,w3,72.72727272727273,198,-0.5121638924455851
714,Chemistry 30B,peers_respect,74.64114832535886,209,w10,74.12935323383084,201,-0.5117950915280147
150,Chemistry 14B,when_struggle_find_way,75.0,52,w3,75.51020408163265,49,0.5102040816326507
147,Chemistry 14B,reflect,75.0,52,w3,75.51020408163265,49,0.5102040816326507
408,Chemistry 14D,challenges_are_growth,83.33333333333334,270,w10,82.82442748091603,262,-0.508905852417314
130,Chemistry 14A,when_struggle_find_way,89.4927536231884,276,w3,90.0,260,0.5072463768115938
62,Chemistry 14D,study_habits,73.38709677419355,248,w3,72.88135593220339,236,-0.5057408419901606
122,Chemistry 14A,confident,95.65217391304348,276,w3,96.15384615384616,260,0.5016722408026766
681,Chemistry 20A,contributions_valued,70.37037037037037,162,w10,69.87179487179486,156,-0.4985754985755051
256,Chemistry 14B,understand_study_strats,87.03703703703704,54,w10,86.53846153846155,52,-0.4985754985754909
5,Chemistry 14A,manage_time,75.82781456953643,302,w3,76.32508833922262,283,0.4972737696861884
50,Chemistry 14C,own_words,65.55555555555556,90,w3,65.06024096385542,83,-0.4953145917001365
426,Chemistry 20A,unfamiliar,78.45303867403315,181,w10,78.94736842105263,171,0.49432974701947785
67,Chemistry 20A,asking_questions,67.72908366533864,251,w3,68.22033898305084,236,0.4912553177122021
633,Chemistry 14B,part_of_community,75.0,52,w10,74.50980392156863,51,-0.49019607843136725
354,Chemistry 14A,reflect,90.76305220883532,249,w10,91.25,240,0.4869477911646811
53,Chemistry 14C,understand_study_strats,80.0,90,w3,79.51807228915662,83,-0.4819277108433795
328,Chemistry 30B,understand_study_strats,90.66666666666666,225,w10,90.18691588785047,214,-0.47975077881618233
415,Chemistry 14D,seek_help,71.85185185185186,270,w10,71.37404580152672,262,-0.47780605032514245
321,Chemistry 30B,apply_math,81.77777777777779,225,w10,81.30841121495327,214,-0.4693665628245185
88,Chemistry 30AL,apply_math,87.5,56,w3,87.03703703703704,54,-0.4629629629629619
201,Chemistry 30AL,challenges_are_growth,87.5,56,w3,87.03703703703704,54,-0.4629629629629619
96,Chemistry 30AL,succeed,87.5,56,w3,87.03703703703704,54,-0.4629629629629619
91,Chemistry 30AL,at_least_c,87.5,56,w3,87.03703703703704,54,-0.4629629629629619
554,Chemistry 20A,peers_respect,69.26406926406926,231,w3,68.80733944954129,218,-0.456729814527975
161,Chemistry 14C,challenges_are_growth,86.11111111111111,72,w3,86.56716417910447,67,0.4560530679933521
8,Chemistry 14A,succeed,80.4635761589404,302,w3,80.91872791519434,283,0.4551517562539402
514,Chemistry 14BL,peers_respect,80.0,50,w3,79.54545454545455,44,-0.45454545454545325
377,Chemistry 14B,when_struggle_find_way,76.92307692307693,52,w10,76.47058823529412,51,-0.45248868778281803
368,Chemistry 14B,challenges_are_growth,76.92307692307693,52,w10,76.47058823529412,51,-0.45248868778281803
44,Chemistry 14C,apply_math,76.66666666666667,90,w3,77.10843373493977,83,0.4417670682730943
356,Chemistry 14A,unfamiliar,78.3132530120482,249,w10,78.75,240,0.4367469879518069
36,Chemistry 14BL,at_least_c,90.47619047619048,63,w3,90.9090909090909,55,0.4329004329004249
66,Chemistry 20A,apply_math,93.22709163346612,251,w3,92.79661016949152,236,-0.4304814639746013
414,Chemistry 14D,reflect,85.92592592592592,270,w10,85.49618320610686,262,-0.4297427198190604
251,Chemistry 14B,at_least_c,88.88888888888889,54,w10,88.46153846153845,52,-0.42735042735043294
100,Chemistry 30B,asking_questions,61.03286384976526,213,w3,60.60606060606061,198,-0.4268032437046543
556,Chemistry 20A,supported_department,77.48917748917748,231,w3,77.06422018348624,218,-0.4249573056912368
61,Chemistry 14D,own_words,75.0,248,w3,74.57627118644068,236,-0.4237288135593218
188,Chemistry 20A,seek_help,84.05172413793103,232,w3,84.47488584474885,219,0.4231617068178224
617,Chemistry 14A,work_in_groups,77.5,240,w10,77.92207792207793,231,0.42207792207793204
417,Chemistry 14D,when_struggle_find_way,86.29629629629629,270,w10,85.87786259541986,262,-0.4184337008764345
381,Chemistry 14BL,improve_skills,88.31615120274914,291,w10,88.73239436619718,284,0.41624316344804413
507,Chemistry 14B,work_in_groups,73.58490566037736,53,w3,74.0,50,0.415094339622641
260,Chemistry 14BL,at_least_c,90.6148867313916,309,w10,91.0299003322259,301,0.4150136008342997
374,Chemistry 14B,reflect,78.84615384615384,52,w10,78.43137254901961,51,-0.4147812971342262
481,Chemistry 14A,contributions_valued,69.23076923076923,286,w3,69.62962962962963,270,0.3988603988604069
97,Chemistry 30AL,understand_study_strats,89.28571428571429,56,w3,88.88888888888889,54,-0.3968253968254061
210,Chemistry 30AL,when_struggle_find_way,89.28571428571429,56,w3,88.88888888888889,54,-0.3968253968254061
677,Chemistry 14D,work_in_groups,73.77622377622379,286,w10,73.38129496402878,278,-0.39492881219500475
109,Chemistry 30B,workload,71.83098591549296,213,w3,72.22222222222221,198,0.3912363067292546
380,Chemistry 14BL,develop_intelligence,87.2852233676976,291,w10,87.67605633802818,284,0.3908329703305782
84,Chemistry 30A,study_habits,59.18367346938776,49,w3,59.57446808510638,47,0.39079461571861884
76,Chemistry 20A,workload,87.25099601593625,251,w3,86.86440677966102,236,-0.3865892362752277
232,Chemistry 14A,asking_questions,66.015625,256,w10,66.39676113360325,247,0.38113613360324905
629,Chemistry 14B,belong,80.76923076923077,52,w10,80.3921568627451,51,-0.37707390648567696
101,Chemistry 30B,at_least_b,84.97652582159625,213,w3,85.35353535353535,198,0.3770095319390947
58,Chemistry 14D,at_least_c,90.7258064516129,248,w3,91.10169491525424,236,0.37588846364134554
382,Chemistry 14BL,mistakes_are_learning,86.5979381443299,291,w10,86.97183098591549,284,0.37389284158558667
448,Chemistry 30B,challenges_are_growth,90.04524886877829,221,w10,89.67136150234741,213,-0.3738873664308784
574,Chemistry 30AL,peers_respect,90.56603773584906,53,w3,90.19607843137256,51,-0.3699593044765095
72,Chemistry 20A,own_words,80.87649402390437,251,w3,80.50847457627118,236,-0.3680194476331877
292,Chemistry 14D,understand_study_strats,89.937106918239,318,w10,89.57654723127035,307,-0.36055968696864227
218,Chemistry 30B,seek_help,80.93023255813954,215,w3,81.2807881773399,203,0.3505556192003638
285,Chemistry 14D,apply_math,81.13207547169812,318,w10,80.78175895765473,307,-0.35031651404338504
557,Chemistry 20A,work_in_groups,78.78787878787878,231,w3,78.44036697247707,218,-0.3475118154017167
172,Chemistry 14D,confident,88.11475409836066,244,w3,88.46153846153845,234,0.3467843631777896
324,Chemistry 30B,find_help,88.44444444444444,225,w10,88.78504672897196,214,0.3406022845275203
355,Chemistry 14A,seek_help,86.74698795180723,249,w10,87.08333333333333,240,0.33634538152610105
674,Chemistry 14D,peers_respect,75.87412587412588,286,w10,75.53956834532374,278,-0.3345575288021365
452,Chemistry 30B,mistakes_are_learning,96.38009049773756,221,w10,96.71361502347418,213,0.33352452573662106
205,Chemistry 30AL,mistakes_are_learning,91.07142857142856,56,w3,90.74074074074076,54,-0.3306878306877934
90,Chemistry 30AL,at_least_b,91.07142857142856,56,w3,90.74074074074076,54,-0.3306878306877934
610,Chemistry 14A,continuing,86.25,240,w10,86.58008658008657,231,0.3300865800865722
386,Chemistry 14BL,unfamiliar,58.07560137457045,291,w10,57.74647887323944,284,-0.32912250133100684
60,Chemistry 14D,manage_time,68.54838709677419,248,w3,68.22033898305084,236,-0.3280481137233551
214,Chemistry 30B,improve_skills,97.2093023255814,215,w3,97.53694581280789,203,0.3276434872264815
296,Chemistry 20A,at_least_c,92.65536723163842,177,w10,92.98245614035088,171,0.32708890871245444
421,Chemistry 20A,improve_skills,95.58011049723756,181,w10,95.906432748538,171,0.32632225130043935
199,Chemistry 30A,unfamiliar,61.53846153846154,52,w3,61.224489795918366,49,-0.31397174254317406
1,Chemistry 14A,asking_questions,57.284768211920536,302,w3,57.59717314487632,283,0.3124049329557863
455,Chemistry 30B,seek_help,83.2579185520362,221,w10,83.56807511737088,213,0.3101565653346796
178,Chemistry 14D,seek_help,82.78688524590164,244,w3,82.47863247863248,234,-0.30825276726916684
65,Chemistry 14D,workload,68.95161290322581,248,w3,68.64406779661016,236,-0.30754510661564893
504,Chemistry 14B,peers_respect,71.69811320754717,53,w3,72.0,50,0.3018867924528337
635,Chemistry 14B,study_buddy,84.61538461538461,52,w10,84.31372549019608,51,-0.3016591251885359
151,Chemistry 14BL,challenges_are_growth,81.25,48,w3,80.95238095238095,42,-0.297619047619051
263,Chemistry 14BL,own_words,73.46278317152104,309,w10,73.75415282392026,301,0.29136965239922574
176,Chemistry 14D,motivate,83.19672131147541,244,w3,82.90598290598291,234,-0.2907384054925046
684,Chemistry 20A,peers_respect,74.07407407407408,162,w10,74.35897435897436,156,0.2849002849002886
480,Chemistry 14A,continuing,92.3076923076923,286,w3,92.5925925925926,270,0.2849002849002886
668,Chemistry 14D,be_myself,77.97202797202797,286,w10,77.6978417266187,278,-0.2741862454092683
181,Chemistry 20A,challenges_are_growth,89.22413793103449,232,w3,89.49771689497716,219,0.27357896394266845
215,Chemistry 30B,mistakes_are_learning,96.27906976744184,215,w3,96.55172413793105,203,0.2726543704892066
410,Chemistry 14D,develop_intelligence,91.11111111111111,270,w10,90.83969465648856,262,-0.27141645462255326
174,Chemistry 14D,improve_skills,96.31147540983606,244,w3,96.58119658119658,234,0.26972117136051565
47,Chemistry 14C,at_least_c,88.88888888888889,90,w3,89.1566265060241,83,0.2677376171352108
647,Chemistry 14BL,work_in_groups,84.21052631578947,285,w10,84.47653429602889,277,0.2660079802394222
187,Chemistry 20A,reflect,80.17241379310344,232,w3,79.90867579908677,219,-0.2637379940166795
431,Chemistry 30A,improve_skills,95.0,20,w10,94.73684210526316,19,-0.2631578947368354
675,Chemistry 14D,study_buddy,78.67132867132867,286,w10,78.41726618705036,278,-0.25406248427830747
352,Chemistry 14A,mistakes_are_learning,95.58232931726909,249,w10,95.83333333333334,240,0.2510040160642575
167,Chemistry 14C,reflect,83.33333333333334,72,w3,83.5820895522388,67,0.24875621890545574
384,Chemistry 14BL,reflect,81.44329896907216,291,w10,81.69014084507043,284,0.24684187599827112
351,Chemistry 14A,improve_skills,95.18072289156626,249,w10,95.41666666666669,240,0.23594377510042364
186,Chemistry 20A,motivate,88.36206896551724,232,w3,88.12785388127854,219,-0.23421508423869852
615,Chemistry 14A,study_buddy,82.91666666666667,240,w10,82.68398268398268,231,-0.23268398268399437
57,Chemistry 14D,at_least_b,87.90322580645162,248,w3,88.13559322033898,236,0.23236741388735993
420,Chemistry 20A,develop_intelligence,93.92265193370166,181,w10,94.15204678362574,171,0.229394849924077
644,Chemistry 14BL,peers_respect,82.80701754385966,285,w10,83.03249097472924,277,0.2254734308695845
570,Chemistry 30AL,continuing,94.33962264150944,53,w3,94.11764705882352,51,-0.22197558268591422
177,Chemistry 14D,reflect,84.8360655737705,244,w3,84.61538461538461,234,-0.2206809583858842
55,Chemistry 14D,apply_math,79.03225806451613,248,w3,78.8135593220339,236,-0.21869874248223198
349,Chemistry 14A,confident,83.53413654618474,249,w10,83.75,240,0.21586345381525973
412,Chemistry 14D,mistakes_are_learning,92.96296296296296,270,w10,92.74809160305344,262,-0.2148713599095231
411,Chemistry 14D,improve_skills,92.96296296296296,270,w10,92.74809160305344,262,-0.2148713599095231
713,Chemistry 30B,part_of_community,80.38277511961722,209,w10,80.59701492537313,201,0.21423980575590917
216,Chemistry 30B,motivate,78.6046511627907,215,w3,78.81773399014779,203,0.21308282735708417
266,Chemistry 14BL,workload,66.99029126213593,309,w10,66.77740863787376,301,-0.2128826242621642
379,Chemistry 14BL,confident,62.88659793814433,291,w10,62.676056338028175,284,-0.21054160011615153
453,Chemistry 30B,motivate,81.90045248868778,221,w10,81.69014084507043,213,-0.2103116436173451
175,Chemistry 14D,mistakes_are_learning,95.08196721311477,244,w3,94.87179487179486,234,-0.21017234131990392
584,Chemistry 30B,peers_respect,74.4186046511628,215,w3,74.6268656716418,201,0.20826102047900008
710,Chemistry 30B,continuing,82.29665071770334,209,w10,82.08955223880598,201,-0.20709847889736466
35,Chemistry 14BL,at_least_b,88.88888888888889,63,w3,89.0909090909091,55,0.20202020202020776
552,Chemistry 20A,instructor_cares,95.67099567099568,231,w3,95.87155963302752,218,0.20056396203183624
204,Chemistry 30AL,improve_skills,94.64285714285714,56,w3,94.44444444444444,54,-0.19841269841269593
387,Chemistry 14BL,when_struggle_find_way,79.38144329896907,291,w10,79.5774647887324,284,0.196021489763325
286,Chemistry 14D,asking_questions,67.29559748427673,318,w10,67.10097719869707,307,-0.19462028557965994
173,Chemistry 14D,develop_intelligence,95.49180327868852,244,w3,95.2991452991453,234,-0.1926579795432275
301,Chemistry 20A,understand_study_strats,88.70056497175142,177,w10,88.88888888888889,171,0.18832391713746688
299,Chemistry 20A,own_words,88.70056497175142,177,w10,88.88888888888889,171,0.18832391713746688
715,Chemistry 30B,study_buddy,82.77511961722487,209,w10,82.58706467661692,201,-0.18805494060795525
450,Chemistry 30B,develop_intelligence,95.02262443438912,221,w10,94.83568075117373,213,-0.18694368321538946
180,Chemistry 14D,when_struggle_find_way,85.65573770491804,244,w3,85.47008547008546,234,-0.18565223483257398
63,Chemistry 14D,succeed,71.37096774193549,248,w3,71.1864406779661,236,-0.18452706396938368
608,Chemistry 14A,be_myself,84.16666666666667,240,w10,83.98268398268398,231,-0.18398268398269124
545,Chemistry 14D,study_buddy,75.84745762711864,236,w3,75.66371681415929,226,-0.18374081295935696
542,Chemistry 14D,instructor_cares,94.0677966101695,236,w3,94.24778761061948,226,0.17999100044998784
646,Chemistry 14BL,supported_department,68.77192982456141,285,w10,68.59205776173285,277,-0.17987206282856505
264,Chemistry 14BL,study_habits,69.25566343042071,309,w10,69.43521594684385,301,0.17955251642314352
262,Chemistry 14BL,manage_time,68.28478964401295,309,w10,68.10631229235881,301,-0.1784773516541378
104,Chemistry 30B,manage_time,69.01408450704226,213,w3,69.1919191919192,198,0.17783468487694165
40,Chemistry 14BL,study_habits,76.19047619047619,63,w3,76.36363636363637,55,0.17316017316018417
708,Chemistry 30B,be_myself,83.25358851674642,209,w10,83.08457711442786,201,-0.16901140231856004
290,Chemistry 14D,own_words,86.47798742138365,318,w10,86.64495114006515,307,0.16696371868150095
74,Chemistry 20A,succeed,89.2430278884462,251,w3,89.40677966101694,236,0.16375177257073403
108,Chemistry 30B,understand_study_strats,84.50704225352112,213,w3,84.34343434343434,198,-0.16360791008678177
238,Chemistry 14A,understand_study_strats,93.359375,256,w10,93.52226720647774,247,0.1628922064777356
641,Chemistry 14BL,contributions_valued,68.0701754385965,285,w10,68.23104693140795,277,0.1608714928114523
265,Chemistry 14BL,understand_study_strats,80.90614886731392,309,w10,81.06312292358804,301,0.15697405627412309
378,Chemistry 14BL,challenges_are_growth,77.66323024054984,291,w10,77.8169014084507,284,0.15367116790086754
370,Chemistry 14B,develop_intelligence,92.3076923076923,52,w10,92.15686274509804,51,-0.15082956259426794
372,Chemistry 14B,mistakes_are_learning,92.3076923076923,52,w10,92.15686274509804,51,-0.15082956259426794
297,Chemistry 20A,find_help,87.57062146892656,177,w10,87.71929824561403,171,0.14867677668746637
577,Chemistry 30AL,work_in_groups,96.22641509433964,53,w3,96.07843137254902,51,-0.1479837217906237
383,Chemistry 14BL,motivate,77.31958762886599,291,w10,77.46478873239437,284,0.1452011035283789
451,Chemistry 30B,improve_skills,96.38009049773756,221,w10,96.24413145539906,213,-0.13595904233849865
638,Chemistry 14BL,be_myself,79.64912280701755,285,w10,79.78339350180505,277,0.13427069478750298
538,Chemistry 14D,be_myself,77.11864406779661,236,w3,76.99115044247787,226,-0.12749362531873487
182,Chemistry 20A,confident,94.39655172413794,232,w3,94.52054794520548,219,0.12399622106754293
52,Chemistry 14C,succeed,70.0,90,w3,69.87951807228916,83,-0.12048192771084132
234,Chemistry 14A,find_help,92.1875,256,w10,92.3076923076923,247,0.1201923076923066
482,Chemistry 14A,instructor_cares,89.5104895104895,286,w3,89.62962962962962,270,0.11914011914011269
357,Chemistry 14A,when_struggle_find_way,91.96787148594376,249,w10,92.08333333333331,240,0.1154618473895539
348,Chemistry 14A,challenges_are_growth,91.96787148594376,249,w10,92.08333333333331,240,0.1154618473895539
300,Chemistry 20A,study_habits,80.22598870056498,177,w10,80.11695906432749,171,-0.10902963623749429
711,Chemistry 30B,contributions_valued,59.80861244019139,209,w10,59.70149253731343,201,-0.10711990287796169
48,Chemistry 14C,find_help,84.44444444444444,90,w3,84.33734939759037,83,-0.10709504685407012
669,Chemistry 14D,belong,78.67132867132867,286,w10,78.77697841726618,278,0.10564974593751231
261,Chemistry 14BL,find_help,78.96440129449837,309,w10,79.06976744186046,301,0.1053661473620906
550,Chemistry 20A,continuing,93.93939393939394,231,w3,94.03669724770644,218,0.09730330831250456
686,Chemistry 20A,supported_department,85.80246913580247,162,w10,85.8974358974359,156,0.09496676163342954
288,Chemistry 14D,find_help,79.24528301886792,318,w10,79.15309446254072,307,-0.09218855632720135
56,Chemistry 14D,asking_questions,60.08064516129033,248,w3,60.16949152542372,236,0.08884636413339564
220,Chemistry 30B,when_struggle_find_way,81.86046511627907,215,w3,81.77339901477832,203,-0.08706610150075278
673,Chemistry 14D,part_of_community,72.02797202797203,286,w10,71.94244604316546,278,-0.0855259848065657
258,Chemistry 14BL,apply_math,71.84466019417476,309,w10,71.76079734219269,301,-0.08386285198207588
239,Chemistry 14A,workload,80.078125,256,w10,80.16194331983806,247,0.0838183198380591
236,Chemistry 14A,own_words,91.015625,256,w10,91.09311740890688,247,0.07749240890687759
609,Chemistry 14A,belong,90.83333333333331,240,w10,90.9090909090909,231,0.07575757575759212
503,Chemistry 14B,part_of_community,67.9245283018868,53,w3,68.0,50,0.07547169811320487
371,Chemistry 14B,improve_skills,96.15384615384616,52,w10,96.07843137254902,51,-0.07541478129714108
